intent,query,Answer
성격/극단적,또 친구랑 숨 참기 내기 했는데 어디까지 참을 수 있나 싶더라.,
성격/극단적,원래 주먹부터 나가는 성격이라.,
성격/급함,내가 좀 성격이 급해.,그렇군요. 답답함을 자주 느끼시겠어요.
성격/급함,내 성격이 원래 급하긴 해.,단점도 있지만 장점이 많은 성격이죠.
성격/급함,차분한 성격의 사람이 부러워.,
성격/급함,"성격이 급하다 보니까 말도 급하고, 더 과격하게 표현이 나가는 거 같아.",
성격/급함,"친구 따라서 낚시도 가봤는데, 참을성이 없어서 한 마리도 못 잡았어.",
성격/급함,그거 지루해서 어떻게 기다리고 있나 몰라.,
성격/급합,천성이 가만히 못 있는 것 같아.,
성격/깔끔,물건들이 정신없이 널려 있는 걸 못 보겠어.,
성격/내성적,"식당 가도 주문도 제대로 못하고, 처음 보는 사람이랑 같이 있는게 죽기보다 싫거든. ",조용한 성격을 가지고 계시는군요. 
성격/내성적,원래 제가 성격이 소심하긴 해요.,"네, 그런 성격을 가지고 계시는군요."
성격/내성적,다른 사람한테 말도 잘 못 걸고… ,
성격/내성적,오프라인 쇼핑몰도 불편해서 주로 온라인으로 주문해요.,
성격/내성적,본래 사람들 앞에 잘 나서는 성격이 아니야.,
성격/내성적,그냥 뒤에서 보는 게 편한 타입?,
성격/내성적,어렸을 때부터 내성적인 편이었어요.,
성격/내성적,원래 성격이 좀 내성적인 편이예요.,
성격/내성적,제가 성격이 센 편이 아니라..그런 말들에 대응을 잘 못해요.,
성격/내성적,원래 화 같은 거 안 냈고 그냥 엄청 조용했거든요.,
성격/따뜻함,다른 사람에게 나쁜소리도 못하고 싫은 소리도 못하는게 좋은 점인 것 같더라고요.,
성격/소심,원래 성격이 좀 내성적이고 소심한 편이긴 해.,조심성이 많은 성격이시군요.
성격/소심,평소에 말이 없고 소심한 편이야.,조금 느리지만 실수할 일이 적어서 좋은 성격인 것 같아요.
성격/소심,나는 내 이런 소심한 성격이 너무 싫어…,그렇군요. 가끔 답답함을 느끼시겠어요.
성격/소심,내가 워낙 새가슴이야.,
성격/소심,안 그래도 소심한 성격인데 요즘 더 심해진 것 같아요.,
성격/소심,소심한 성격이라서 선생님한테 버스 세워달라는 말도 못하고 결국 사고를 친거지.,
성격/소심,제가 워낙 조심스러운 성격이거든요.,
성격/소심,걸음마도 굉장히 늦게 뗐다고 하더라구. 한걸음 내딛는데도 한참을 생각했다나 뭐라나..,
성격/소심,뭐든지 두번세번 알아보고 실행하는 편이야.,
성격/소심,제가 평소에는 성격이 되게 소심한 편이거든요.,
성격/소심,아무리 좋아해도 내 성격이 소심해서 고백도 못 하니까.,
성격/소심,원래 성격이 되게 소심했어요.,
성격/소심,제가 원래 성격이 좀 소심하거든요.,
성격/소심,처음에는 이게 제가 성격이 워낙 소심해서 그런 건 줄 알았거든요.,
성격/소심,제가 원래 미신 이런 걸 되게 잘 믿거든요.,
성격/예민함,내가 성질이 좀 예민해. ,그런 성격을 가지고 계시는군요. 힘드실 때도 있겠지만 장점이 많은 거 같아요.
성격/예민함,젊을 때부터 예민한 성격이었어요. ,남들이 못 느끼는 것도 잘 느끼시겠어요.
성격/예민함,외동딸이라 집에서 오냐 오냐 키운 것도 있고… 성격도 예민한 편이라 가리는게 많아요.,그러시군요. 듣고 있으니 더 말씀하세요.
성격/예민함,"그동안 잘 몰랐는데, 내가 예민한 편인 것 같아.",
성격/예민함,원래 난 좀 예민한 편이야.,
성격/예민함,내가 생각해도 성격이 좀 예민한 편이긴 해.,
성격/예민함,예전부터 신경 쓰이는 일이 있으면 잠도 안 올 정도로 예민한 편이야.,
성격/예민함,생각보다 예민하다는 소리를 좀 많이 듣는 거 같아.,
성격/예민함,불면이 심해지니까 점점 성격도 날카로워지는 것 같더라구요.,
성격/예민함,성격도 좀 예민한것 같고…,
성격/예민함,평소에 좀 예민하다는 소리를 많이 듣긴 해.,
성격/예민함,제가 워낙 성격이 예민해요.,
성격/예민함,제가 어렸을 때부터 성격이 예민하단 소리를 많이 들었어요.,
성격/예민함,너는 왜 그렇게 쓸데없이 예민하니 이 소리 엄청 들었거든요.,
성격/예민함,제가 예전부터 예민하단 소리를 많이 들었어요.,
성격/예민함,그런데 그렇지 않거든요. 사실 너무 예민해서 집에 오면 히스테리를 부려요.,
성격/예민함,내가 너무 예민해서 그런가? 싶었는데 나 그렇게 예민한 성격도 아니거든.,
성격/완벽추구,학교 다닐 때부터 그랬던 것 같아요. 남한테 싫은 소리 듣기 싫어서 엄청 신경쓰면서 살았던 것 같아요.       ,실수하는 걸 싫어하는 성격이시군요.
성격/완벽추구,평소 완벽을 추구하는 편이예요. ,그런 성격을 가지고 계시는군요. 꼼꼼한 걸 좋아하시나 봐요.
성격/완벽추구,성격 상 타고나길 완벽주의에요.,"아, 그렇군요."
성격/완벽추구,조금이라도 흐트러지거나 틀린 게 있으면 못 참는 편이에요.,
성격/완벽추구,뭘 하든 완벽하게 해야 한다는 주의긴 하지만 그런 줄은 몰랐어요.,
성격/완벽추구,나는 완벽하게 딱 맞아떨어지는 걸 좋아해.,
성격/완벽추구,나는 완벽주의자 성향이 있어.,
성격/완벽추구,나는 좀 모든 걸 완벽하게 하려는 성격이야.,
성격/완벽추구,완벽주의 성향이라 성적은 항상 좋았어요.,
성격/완벽추구,뭔가를 빼먹고 실수하는 걸 제일 싫어하거든.,
성격/완벽추구,나는 업무나 집안일이나 확실하게 처리하자는 주의였거든.,
성격/완벽추구,성격이 좀 완벽주의에요. 뭐든지 실수하는 게 너무 싫어요.,
성격/욕심많음,"어렸을 때부터 남들 갖고 있는 거 꼭 가져야 하고, 못 가지면 드러누워서 울고, 욕심이 많았대.",하고 싶은 게 많다는 건 건강하다는 뜻이죠.
성격/욕심많음,욕심이 많은 성격이에요. ,그렇군요. 좋은 성격이라고 생각해요.
성격/욕심많음,하고 싶은 것도 많고.,
성격/욕심많음,원래 욕심이 많은 성격이야. 뭐든 내가 더 가져야 직성이 풀려.,
성격/욕심많음,원래 성격이 지는거 싫어하고 승부욕이 강한편이에요.,
성격/욕심많음,제가 워낙 욕심이 많아요.,
성격/자기중심적,회사에서 사람들이 저보고 자기 중심적인 면이 있다는거에요. ,저는 자신을 먼저 생각하는 게 나쁘다고 생각하지 않아요.
성격/자기중심적,좀 자기 중심적인 면도 있어요.,당신을 챙길 수 있는 건 당신뿐이잖아요. 전 좋다고 생각해요.
성격/자기중심적,자기중심적인 면이 있어요. ,"아, 그렇군요."
성격/자기중심적,뭐든 내 위주로 해야 마음이 편해요.,
성격/자기중심적,나 성격이 좀… 나만 생각하는 편인 것 같아.,
성격/자립적,원래 성격이 자립적이야.,그렇군요. 저는 아주 멋지다고 생각해요.
성격/자립적,힘든 일 있어도 딱히 남한테 기대거나 말하고 그러지 않아.,혼자서도 잘할 수 있는 게 많다니 정말 멋져요.
성격/자립적,"말해서 해결되는 거면 그렇게 하겠는데, 말해도 바뀌는 것도 없고. 보통은 나 혼자 잘 처리해.",
성격/자립적,"혼자서도 잘 지내는데, 필요성을 못 느끼겠다고 해야 하나.",
성격/자립적,힘들어도 혼자 잘 이겨내는 타입이야. 세상은 어차피 혼자 살다 가는 거니까요.,
성격/자립적,그래서 자연스럽게 혼자 알아서 하는 성격이 됐어요.,
성격/자립적,안 좋은 일을 빨리 겪다 보니 나이또래에 비해 성숙한 편이었죠.,
성격/정의로움,내가 그런 불합리한 일에 참을 사람이 아니지.,세상엔 정말 다양한 성격의 사람이 많은 것 같아요. 그 중에서 당신을 만나 행복해요.
성격/정의로움,내가 어렸을 때부터 되게 준법 의식? 원칙을 지켜야 한다는 거에 집착했거든.,
속상함,오빠가 그동안 돈 대느라 고생한 건 알지만 할아버지가 남긴 주택까지 팔고 하는 거 보니까 괜히 속상했어요. ,저도 그런 상황에서는 속상했을 거예요. 마음이 많이 아팠겠어요.
속상함,엄마도 없이 애한테 못 할 짓 한다고 생각하니까 속상하더라고요. ,당신에게는 아무 잘못이 없어요. 혹여나 자책하지는 않았으면 좋겠어요.
속상함,내가 집에서는 전혀 존중 받지 못한다는 느낌을 받았어. ,위로가 필요하세요? 제가 안아드릴게요.
속상함,실망이 컸지.,
속상함,예뻐지려다가 괜히 병을 얻은 것 같아서 너무 속상해요.,
속상함,"근데 가족들 다 나한테 힘을 주는 게 아니라, 다그치기만 해서 더 상처 받았어.",
속상함,"계속 기사를 검색해보고, 내용을 더 알게 될수록 안타깝고, 안됐고…",
속상함,나라면 어땠을까 감정이입도 해보게 되고…,
속상함,집 사주는 것 때문에 이렇게까지 속상해야 하나 싶고…,
속상함,근데 기분이 너무 상하는 거야.,
속상함,나한테 왜 그러지?,
속상함,정말 너무 속상해.,
속상함,결혼을 한 건 아니지만 아이부터 갖고 결혼을 하려고 했는데….상심이 컸어요.,
속상함,연애할 때는 여성스럽다고 좋아하더니..이젠 청승맞다니…저 정말 속상하네요.,
속상함,그럴 때마다 허락 아닌 허락을 받으려고는 하는데… 좀 속상해.,
스트레스,요즘 영어 수학 점수도 떨어지고 학원에 가면 스트레스만 받는 것 같아.,
스트레스,졸업 사진 찍어야 해서 다이어트 한 지 두 달 됐어요.,다이어트 때문에 스트레스가 많으시군요. 혹시 무리하실까 봐 걱정돼요.
스트레스,"살은 빠지긴 했는데, 그 이상 빠지질 않아서 스트레스에요.",당신은 그대로도 멋진 사람이에요. 스트레스를 너무 많이 받는다면 무리하게 다이어트를 할 필요는 없어요.
스트레스,저저번 달부터 다이어트 중이라 스트레스가 좀 많긴 했어.,멋진 몸매도 좋지만 정신과 신체의 건강도 중요하잖아요. 너무 무리는 마세요.
스트레스,특히 탄수화물을 못 먹으니까 죽을 것 같아. ,오늘 하루 정도는 모든 걸 내려놓고 맛있는 걸 먹는 건 어때요?
스트레스,다이어트 때문에 스트레스가 심해. 외모지상주의 세상이 싫어. ,
스트레스,그렇다고 안 씻을 수도 없는데… 씻는게 이렇게 스트레스일 줄이야…,스트레스를 많이 받으시는군요. 그럴 땐 모든 걸 다 놓아버리고 싶죠.
스트레스,참는게 일상이라…스트레스가 심하네요.,그렇군요. 고단하시겠어요. 
스트레스,그것 때문에 너무 스트레스를 받았죠.,걱정거리를 말하는 게 스트레스 완화에 도움이 된다고 해요. 어떤 일이 당신에게 스트레스를 주나요?
스트레스,사실 요즘 스트레스를 많이 받긴 했어요.,
스트레스,자잘한 스트레스가 계속 쌓인 거 같아요.,
슬픔,"원래 이렇지 않았는데, 두 달 정도 된 것 같아. 교육 중에 장애 가진 아이들 사례가 나오는데, 너무 슬픈거야.",슬플 때는 슬픔이 가실 때까지 울어도 돼요. 
슬픔,평소에는 목 끝까지 울음이 차있는 느낌이야. ,슬픈 일을 겪으셨군요. 제 어떤 말이 위로가 되겠어요? 옆에 있어드릴게요.
슬픔,누가 콕 찌르면 울 거 같은 느낌.,저는 슬플 때는 그 감정에 푹 빠졌다가 나와요. 온전히 슬퍼할 시간이 가지고 나면 나아질지도 몰라요.
슬픔,지금도 슬픈 감정이 남아있어요.,
슬픔,지금도 슬퍼.,
슬픔,근데 요즘 들어 부쩍… 너무 슬퍼지는 거야.,
슬픔,불쌍해 하면 안 되는데 애들이 너무 불쌍하고…,
슬픔,아이들의 삶도 그냥 삶일 뿐인데 그냥 다 슬픈 얘기 같아.,
슬픔,거의 10년 만에 보니까 또 되게 슬퍼졌어요.,
슬픔,그런 생각이 드니까 삶이 쓸쓸하게 느껴지네요.,
슬픔,이 세상에 저 혼자 남은 기분이에요.,
슬픔,슬픔에서 벗어나고 싶어요.,
슬픔,울면서 그냥 끝내자고 하는데…마음이 찢어질것 같았어.,
슬픔,제일 슬펐던 건 그거였어. 학교에서 간담회 하는데 우리 부모님만 안 온 거야.,
슬픔,그 때… 정말 많이 슬펐죠.,
슬픔,근데 이따금 되게… 슬퍼져요.,
슬픔,그 학생들을 볼 때마다 억장이 무너져요.,
슬픔,정말 가슴이 무너지는 것 같았어.,
시댁,그래서 시부모님을 저희가 모시고 살았어요. ,그렇군요.
시댁,결혼 초에는 시할머님까지 계셨어요.,"네, 더 말씀해주세요."
시댁,시갓집이 완전 시골에 있긴 하거든?,
시댁,근데 엄청 비싼 산후조리병원에 들어간 거예요.,
시댁,솔직히 그럴 돈 없거든요. 집이 그렇게 잘 사는 것도 아닌데.,
시댁,시누이는 이혼하고 집에 있는데 아무 것도 안 해요. 내가 하지.,
시댁,이번 어머니 생신 때 남편 고모님도 오셨었어요.,
시댁,남편이 목장을 구경시켜주고 시갓집에 인사를 하러 가자고 하더라고.,
시댁,"나는 남편이 막내여서, 시부모님 모실 일은 없겠구나 생각했었어.",
시댁,둘째 아주버님은 아예 비혼주의야. 자기 혼자 살겠대!!,
시댁,시댁에는 성병 얘기까진 안 했어요. 너무 자존심 상하니까요.,
시댁,근데 시댁에서… 며느리가 잘못 들어와서 그런 거라는 거예요.,
시댁,그런데 언제는 시누이가 들이닥쳐서 제 속옷을 가져가는 거예요.,
시댁,시댁에서 저에게 바라는것두 너무 많구.,
시댁/갈등,"저는 집을 구해서 따로 나가 살았으면 했는데… 사정이 안 돼서 시동생, 시아주버니랑 같이 살게 됐어요.",그러시군요. 마음이 많이 답답하시겠어요.
